-106,30.52746901,26.490318,133,209,346.8,0.5405916,7.191109,6.718781,-5.09E-04,85,1712.5,31,21.56862831,7.590000153,18.4313736,1
-97.66254604,30.48268939,0,101,225,0,0.27588865,3.7208574,8.191541,-0.063442945,75,736.5,30,34.50980377,2.75,15.68627453,0
-97.69002034,30.52746901,26.490318,133,209,346.8,0.9364584,4.9708986,7.9081435,-0.024066389,85,2238.25,31,96.07843018,10.25,22.35294151,0
-97.75651723,30.54521828,26.36007,31,224,250,2.52368,6.888482,7.61517,0.09688681,85,2219.5,31,67.45098114,24.79000092,30.58823586,0
-97.77079817,30.57297656,13.07,20,259,68.2,0.31304663,7.5362573,5.3705196,-0.03713107,89,1053,32,33.33333206,3.480000019,16.07843208,0
-97.67873995,30.49486612,15.376118,223,329,334.2,-0.8062905,6.3567777,6.4006777,-0.05776888,84,833.5,30,32.54901886,2.650000095,15.68627453,0
-97.72768685,30.55331562,27.240221,16,245,257,3.1477048,5.959532,6.654961,-0.015488088,86,1928.75,31,21.17647171,63,16.07843208,1
-97.7684729,30.57310638,9.36,27,265,163.4,1.3281882,4.569056,9.749879,0.12491089,88,664.75,32,36.07843018,2.569999933,15.29411793,0
-97.76773061,30.57384664,8.410291,23,273,339.7,0.95009583,5.6254926,8.48551,0.061314166,89,924,32,29.80392265,2.569999933,15.29411793,0
-97.68864324,30.52076871,22.1206,37,219,347,-1.1129781,6.3597655,6.7858186,-0.026201665,85,2467.75,31,92.15686798,33.50999832,36.07843018,0
-97.69383256,30.55774386,15.720423,29,182,266.8,2.086518,6.77379,7.001795,0.005841856,88,2511.5,33,67.45098114,19.87000084,24.31372643,0
-97.77137536,30.56074171,13.360958,14,246,334.6,0.3217041,6.348963,7.8520617,0.04885274,86,1549,32,20,2.730000019,15.29411793,0
-97.7213438,30.55419468,28.060862,42,272,256.5,0.72661144,5.7586484,6.906027,-0.061401308,86,2535,31,44.31372452,24.39999962,25.49019623,0
-97.77402702,30.57100118,9.510005,12,253,336.1,-0.47409022,6.7026153,6.952532,0.004616082,88,629.5,32,37.64706039,2.619999886,15.29411793,0
-97.77131191,30.57274618,12.550004,26,259,68,0.7056957,7.593718,5.3322124,-0.03241229,89,1396,31,35.29411697,2.430000067,15.29411793,0
